ID,Drug Name,Targets,Z Score,Count
"1997","WEHI-539","BCL-XL","-1.8371907094777173","281"
"1736","Selumetinib","MEK1, MEK2","-1.641822807532294","281"
"1014","Refametinib","MEK1, MEK2","-1.4864641763442354","281"
"1820","123829","","-1.3499607426514317","281"
"1624","I-BET-762","BRD2, BRD3, BRD4","-1.3424240969825909","281"
"1713","ERK_2440","ERK1,ERK2","-1.1269699494384486","281"
"1564","SCH772984","ERK1, ERK2","-1.1102326398052529","281"
"1714","ERK_6604","ERK1,ERK2","-1.0615847273577055","281"
"1378","Bleomycin (50 uM)","dsDNA break induction","-1.0407275417642081","281"
"1372","Trametinib","MEK1, MEK2","-.99249161999071922","281"
"1908","Ulixertinib","ERK1, ERK2","-.97626088982578096","281"
"1060","PD0325901","MEK1, MEK2","-.97307738581787162","281"
"1626","OTX015","BRD2, BRD3, BRD4","-.92055730229103183","281"
"1855","KRAS (G12C) Inhibitor-12","KRAS (G12C)","-.85456232642935737","281"
"2172","JQ1","BRD2, BRD3, BRD4, BRDT","-.85376772943611023","281"
"1816","Fulvestrant","ESR","-.68136435084492508","281"
"1581","Bromosporine","CECR2, BRD2, BRD4, BRD9","-.64727664159885223","281"
"1939","UMI-77","MCL1","-.64695494877709081","281"
"1062","Selumetinib","MEK1, MEK2","-.63517765169256757","281"
"1706","AZD5153","BRD4","-.61539091138775481","281"
"1549","Sapitinib","EGFR, ERBB2, ERBB3","-.61366784901451221","281"
"2040","Foretinib","MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR","-.58468974201580148","281"
"1026","Tanespimycin","HSP90","-.52925713317162182","281"
"2047","Ulixertinib","ERK1, ERK2","-.52380676745471566","281"
"1079","Dasatinib","ABL, SRC, Ephrins, PDGFR, KIT","-.48645932793165264","281"
"1806","Oxaliplatin","DNA alkylating agent","-.46150220145369014","281"
"1625","RVX-208","BRD4","-.46074429879679274","281"
"1812","Bleomycin","dsDNA break induction","-.41666642269206816","281"
"1248","Daporinad","NAMPT","-.41303526603856311","281"
"1618","GSK2606414","PERK","-.40909096343107204","281"
"1835","Elephantin","","-.39993480121106412","281"
"1058","Pictilisib","PI3K (class 1)","-.39675737804469369","281"
"2096","VX-11e","ERK2","-.39562498412819447","281"
"2499","N-acetyl cysteine","Metabolism","-.33657471062684902","281"
"1048","Mirin","MRE11","-.33639832814641124","281"
"1922","Cediranib","VEGFR, FLT1, FLT2, FLT3, FLT4, KIT, PDGFRB","-.31706847701876006","281"
"1913","AGI-5198","IDH1 (R132H)","-.30948255829755711","281"
"1843","LMP744","TOP1","-.28038007614014487","281"
"1918","AZD8186","PI3Kalpha, PI3Kbeta","-.27402366178533366","281"
"1811","Dactinomycin","RNA polymerase","-.2739185852552094","281"
"1932","NVP-ADW742","IGF1R","-.26595872094555234","281"
"1249","BMS-345541","IKK-1, IKK-2","-.26554385768911726","281"
"2173","PFI-1","BRD4","-.26293642215866897","281"
"1839","615590","","-.24923459632914927","281"
"1738","IGF1R_3801","IGFR1","-.24858503059765222","281"
"1631","PRT062607","SYK","-.24061237176161057","281"
"1730","PAK_5339","PAK1, PAK2","-.23381070205600826","281"
"1067","CCT007093","PPM1D","-.2279675679194906","281"
"1199","Tamoxifen","ESR1","-.2155850204407212","281"
"1999","N25720-51-A1","","-.21213284778817748","281"
"1844","776928","","-.20810017295202085","281"
"1008","Methotrexate","Antimetabolite","-.20268383918965496","281"
"1808","Topotecan","TOP1","-.19556965903038279","281"
"1819","Docetaxel","Microtubule stabiliser","-.19348689660999688","281"
"1091","BMS-536924","IGF1R, IR","-.17702384643437524","281"
"2362","THR-103","Mutant RAS","-.17583849487831738","281"
"1840","630600","","-.14174034812100944","281"
"1559","Luminespib","HSP90","-.11741080611699835","281"
